YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DISTANCE,CANCELLED,DEP_HOUR,DEPARTURE_DELAY
2025,2,9,3,B6,DTW,DFW,2025,3595,0,20,18.0
2025,2,23,3,F9,IAH,SFO,2280,2015,0,22,6.0
2025,1,4,6,DL,LAX,EWR,1350,2423,0,13,15.0
2025,4,2,4,UA,FLL,SFO,2195,366,0,21,17.0
2025,2,5,2,AS,DTW,ORD,1820,2660,0,18,26.0
2025,9,8,3,AS,FLL,EWR,1065,782,0,10,26.0
2025,9,2,6,AA,ORD,PHX,1680,656,0,16,33.0
2025,11,25,0,UA,ATL,CLT,2250,1132,0,22,29.0
2025,11,5,1,AA,CLT,CLT,270,2073,0,2,20.0
2025,7,6,2,SW,JFK,MIA,1280,1791,0,12,39.0
2025,6,7,5,DL,JFK,JFK,1640,1873,0,16,23.0
2025,12,13,6,SW,IAH,PHL,1665,486,0,16,54.0
2025,3,9,4,AS,EWR,MIA,1675,4687,0,16,69.0
2025,12,7,1,AS,SEA,IAH,855,3557,0,8,17.0
2025,7,4,3,AS,DFW,PHL,390,2141,0,3,9.0
2025,1,5,3,NK,EWR,CLT,705,1746,0,7,6.0
2025,9,28,5,F9,BOS,PHL,1950,260,0,19,17.0
2025,4,3,2,AS,DTW,LGA,430,3598,0,4,8.0
2025,6,17,1,NK,BOS,ORD,720,921,0,7,10.0
2025,6,19,3,UA,LAX,MSP,580,3736,0,5,9.0
2025,11,13,2,F9,MSP,ORD,1570,539,0,15,8.0
2025,3,1,1,UA,BOS,BOS,2185,3426,0,21,28.0
2025,4,5,6,NK,MIA,EWR,480,1303,0,4,9.0
2025,11,23,6,AS,SFO,DFW,2350,4217,0,23,5.0
2025,10,9,4,B6,MSP,DEN,1585,3261,0,15,12.0
2025,3,4,4,SW,LAX,LGA,1525,2626,0,15,6.0
2025,6,10,6,DL,JFK,SEA,2060,1648,0,20,48.0
2025,1,14,3,DL,MCO,ATL,1335,2262,0,13,12.0
2025,8,10,6,B6,SEA,PHX,1460,3240,0,14,7.0
2025,8,1,2,SW,PHX,JFK,2385,4845,0,23,6.0
2025,9,23,0,SW,ATL,DFW,2205,816,0,22,48.0
2025,6,19,3,SW,EWR,JFK,1675,4578,0,16,26.0
2025,1,17,0,F9,SFO,LAX,1010,1042,0,10,8.0
2025,3,20,1,B6,LGA,DFW,1665,2917,0,16,25.0
2025,1,27,2,DL,MCO,PHX,1660,1988,0,16,22.0
2025,5,25,5,DL,JFK,SEA,1120,3495,0,11,16.0
2025,3,15,3,F9,LGA,JFK,1460,742,0,14,8.0
2025,2,22,4,AS,ORD,LGA,105,3808,0,1,25.0
2025,3,6,6,AS,DTW,LAX,505,489,0,5,33.0
2025,9,7,1,SW,SFO,PHX,590,1880,0,5,15.0
2025,11,1,5,UA,MIA,DTW,1470,1101,0,14,4.0
2025,8,5,6,B6,ATL,EWR,275,471,0,2,6.0
2025,3,20,1,UA,LGA,ATL,750,2287,0,7,7.0
2025,11,20,1,AA,FLL,BOS,1585,1517,0,15,11.0
2025,2,7,0,NK,JFK,DFW,1365,2285,0,13,7.0
2025,5,2,0,DL,BOS,IAH,2140,2709,0,21,9.0
2025,12,21,5,F9,IAH,MCO,1270,3679,0,12,7.0
2025,12,23,1,UA,SEA,JFK,2285,3955,0,22,21.0
2025,12,3,6,NK,JFK,LGA,1735,936,0,17,21.0
2025,1,2,3,AA,LGA,SEA,75,1766,0,0,8.0
2025,4,16,0,F9,ORD,EWR,1500,2444,0,15,8.0
2025,8,28,2,DL,PHL,FLL,1705,1875,0,17,21.0
2025,1,17,6,SW,PHL,CLT,2300,4999,0,23,3.0
2025,5,21,4,SW,BOS,CLT,2375,635,0,23,17.0
2025,12,12,3,AS,CLT,ATL,1545,172,0,15,14.0
2025,4,28,5,AA,MSP,MCO,355,959,0,3,12.0
2025,6,5,5,AA,SEA,CLT,1135,2506,0,11,7.0
2025,7,4,6,AA,PHX,DEN,290,2801,0,2,12.0
2025,9,24,2,AA,SFO,IAH,2020,3316,0,20,23.0
2025,1,16,5,F9,EWR,DFW,735,1770,0,7,6.0
2025,11,18,6,F9,IAH,CLT,1725,1966,0,17,71.0
2025,10,13,5,AS,MSP,LGA,1775,3150,0,17,20.0
2025,4,28,0,B6,CLT,DTW,2075,3366,0,20,25.0
2025,6,20,4,AS,PHX,ORD,2125,309,0,21,6.0
2025,10,21,1,F9,ORD,SEA,475,4909,0,4,27.0
2025,7,9,6,SW,DEN,MCO,1595,3953,0,15,15.0
2025,7,16,4,NK,FLL,MCO,1410,673,0,14,40.0
2025,8,3,1,NK,DEN,EWR,560,4694,0,5,16.0
2025,10,17,5,SW,LAX,BOS,600,500,0,6,9.0
2025,8,20,2,UA,LAX,BOS,115,4659,0,1,10.0
2025,8,10,2,F9,DTW,SFO,530,2718,0,5,5.0
2025,8,22,3,F9,DTW,EWR,1735,3785,0,17,17.0
2025,12,23,2,B6,PHL,MSP,2090,1692,0,20,22.0
2025,8,20,0,AA,EWR,CLT,115,2430,0,1,10.0
2025,6,4,0,NK,DEN,BOS,45,860,0,0,15.0
2025,9,22,4,AA,DTW,LGA,1015,4527,0,10,5.0
2025,3,1,5,F9,DTW,PHX,360,1801,0,3,7.0
2025,6,21,1,AA,MSP,LAX,1145,438,0,11,8.0
2025,5,16,5,F9,MCO,LGA,60,1317,0,0,11.0
2025,8,11,4,AS,MSP,PHX,65,3293,0,0,5.0
2025,4,19,3,B6,PHX,FLL,310,2439,0,3,5.0
2025,4,8,5,AA,PHL,SFO,355,3478,0,3,11.0
2025,10,5,3,AA,JFK,FLL,1445,4533,0,14,9.0
2025,11,23,5,SW,DFW,DFW,370,717,0,3,48.0
2025,10,24,0,UA,JFK,SEA,2050,1449,0,20,18.0
2025,5,8,3,NK,LAX,PHL,1825,3427,0,18,30.0
2025,11,18,5,NK,MCO,LAX,290,2945,0,2,35.0
2025,6,15,0,F9,DTW,FLL,2350,3214,0,23,19.0
2025,11,18,1,B6,PHL,SEA,1895,3054,0,18,31.0
2025,4,13,6,AS,JFK,FLL,1285,4328,0,12,10.0
2025,2,15,4,AS,DEN,MCO,20,482,0,0,5.0
2025,12,26,5,DL,DTW,BOS,555,1765,0,5,5.0
2025,12,21,3,AA,MSP,DFW,795,4488,0,7,7.0
2025,2,13,1,AA,DTW,ORD,1285,2211,0,12,6.0
2025,12,3,3,AA,PHX,LAX,700,2850,0,7,39.0
2025,3,12,2,UA,EWR,CLT,980,3213,0,9,10.0
2025,2,12,6,AA,ORD,ATL,2200,484,0,22,20.0
2025,1,10,3,AS,PHX,DEN,1265,3497,0,12,24.0
2025,8,1,1,B6,FLL,DTW,615,1904,0,6,22.0
2025,12,24,3,SW,BOS,BOS,840,321,0,8,25.0
2025,5,6,2,F9,CLT,DEN,2260,3445,0,22,13.0
2025,10,19,6,SW,SFO,SEA,930,2948,0,9,6.0
2025,1,24,6,DL,SFO,MIA,1265,464,0,12,3.0
2025,9,13,3,UA,ORD,DTW,1125,1236,0,11,28.0
2025,8,27,6,UA,SFO,DTW,2370,1610,0,23,7.0
2025,4,1,1,F9,DEN,MSP,2005,3069,0,20,18.0
2025,8,19,6,B6,LGA,SEA,775,2911,0,7,44.0
2025,12,25,6,AA,BOS,ATL,2355,1006,0,23,5.0
2025,10,6,0,DL,DTW,CLT,425,570,0,4,11.0
2025,7,1,6,SW,MCO,LGA,20,4456,0,0,3.0
2025,11,25,1,AA,JFK,ORD,1215,1231,0,12,23.0
2025,11,23,0,F9,FLL,IAH,1630,4544,0,16,35.0
2025,7,17,6,UA,MSP,DFW,1585,726,0,15,15.0
2025,1,17,0,AA,DFW,CLT,2155,4706,0,21,6.0
2025,6,21,4,SW,ATL,FLL,720,1924,0,7,7.0
2025,4,11,5,DL,PHX,ORD,1985,2031,0,19,19.0
2025,10,20,1,NK,DTW,PHX,1215,4807,0,12,33.0
2025,10,12,6,B6,SEA,PHL,795,4098,0,7,10.0
2025,10,24,4,B6,DFW,ATL,570,3541,0,5,15.0
2025,11,13,0,AS,ORD,DFW,1375,4338,0,13,7.0
2025,12,18,3,AA,DTW,JFK,325,882,0,3,20.0
2025,2,22,0,B6,MIA,DTW,675,4249,0,6,18.0
2025,10,24,1,B6,LGA,LGA,320,1352,0,3,13.0
2025,7,1,1,UA,MCO,DTW,1675,3570,0,16,20.0
2025,9,3,1,DL,SFO,LGA,2095,1726,0,20,45.0
2025,5,17,1,B6,DFW,DEN,1625,3340,0,16,20.0
2025,8,7,6,NK,SEA,LAX,1760,4849,0,17,51.0
2025,5,17,3,AA,SEA,LAX,700,2558,0,7,8.0
2025,7,16,6,UA,DEN,JFK,40,4260,0,0,39.0
2025,7,12,4,UA,MCO,LGA,2120,3635,0,21,31.0
2025,9,25,2,F9,BOS,MCO,1875,1445,0,18,28.0
2025,3,8,4,DL,LGA,MCO,745,4001,0,7,22.0
2025,1,11,0,UA,PHL,BOS,1310,2490,0,13,9.0
2025,2,3,1,UA,IAH,LAX,1915,2402,0,19,42.0
2025,12,28,1,SW,IAH,MSP,2040,2401,0,20,31.0
2025,6,12,2,NK,CLT,IAH,1195,861,0,11,9.0
2025,10,4,6,AS,MIA,LAX,1620,2055,0,16,21.0
2025,10,9,6,NK,PHX,SFO,1170,4896,0,11,19.0
2025,12,26,4,DL,PHX,MSP,40,1508,0,0,40.0
2025,9,22,0,SW,SEA,MCO,1215,2198,0,12,6.0
2025,3,21,1,AS,MIA,ORD,2205,3529,0,22,7.0
2025,10,21,6,F9,MSP,SEA,500,1041,0,5,3.0
2025,2,17,5,B6,CLT,PHX,1775,732,0,17,27.0
2025,11,16,2,F9,IAH,BOS,1650,719,0,16,22.0
2025,1,12,2,F9,BOS,MSP,955,2302,0,9,7.0
2025,2,15,5,AA,JFK,CLT,1855,4975,0,18,30.0
2025,3,15,0,SW,DEN,ORD,1680,2373,0,16,47.0
2025,7,1,2,B6,FLL,JFK,2240,527,0,22,7.0
2025,2,3,5,B6,ORD,IAH,585,1631,0,5,4.0
2025,5,2,2,B6,SFO,MSP,1975,1147,0,19,20.0
2025,2,26,4,AS,BOS,DEN,1545,2184,0,15,10.0
2025,7,17,1,UA,PHX,EWR,2350,1690,0,23,15.0
2025,10,12,4,B6,LAX,JFK,2135,2385,0,21,9.0
2025,8,5,2,B6,LGA,SEA,45,2842,0,0,8.0
2025,8,11,3,F9,ORD,MCO,815,2803,0,8,6.0
2025,8,19,0,DL,EWR,CLT,135,3391,0,1,7.0
2025,10,15,6,SW,LAX,FLL,810,2530,0,8,3.0
2025,9,7,2,AA,PHL,MCO,2340,2846,0,23,8.0
2025,1,8,2,F9,EWR,SEA,1515,3049,0,15,6.0
2025,12,10,5,NK,LAX,PHX,985,300,0,9,4.0
2025,1,6,4,SW,CLT,CLT,1825,1109,0,18,19.0
2025,10,28,0,UA,MSP,IAH,1345,726,0,13,15.0
2025,2,21,5,NK,MSP,CLT,1470,4465,0,14,11.0
2025,11,15,1,DL,PHL,IAH,2260,3615,0,22,13.0
2025,6,10,0,F9,ATL,LGA,275,1510,0,2,30.0
2025,1,28,2,SW,DEN,MCO,1975,244,0,19,38.0
2025,5,21,4,SW,IAH,DTW,575,652,0,5,36.0
2025,5,17,6,UA,ORD,DFW,2120,1905,0,21,10.0
2025,4,28,3,B6,ORD,ATL,50,4111,0,0,27.0
2025,11,22,2,NK,MIA,ORD,710,1624,0,7,19.0
2025,5,6,0,DL,IAH,SFO,2220,2756,0,22,17.0
2025,12,19,5,UA,JFK,IAH,865,1204,0,8,17.0
2025,1,20,5,NK,ORD,SFO,870,1790,0,8,12.0
2025,11,20,6,UA,SEA,BOS,2395,1520,0,23,21.0
2025,11,6,0,AS,PHL,FLL,2195,3829,0,21,14.0
2025,6,14,3,AS,LAX,LGA,340,230,0,3,7.0
2025,7,24,0,NK,ORD,DTW,255,1187,0,2,9.0
2025,8,28,5,AS,LAX,MSP,2225,2471,0,22,35.0
2025,2,13,0,AS,DEN,BOS,1775,2672,0,17,30.0
2025,7,13,5,SW,BOS,SEA,1145,1463,0,11,3.0
2025,6,9,6,SW,PHX,EWR,2155,1062,0,21,13.0
2025,9,9,4,B6,FLL,DTW,2195,3448,0,21,13.0
2025,8,21,0,B6,MSP,DEN,2025,1523,0,20,19.0
2025,11,24,1,UA,EWR,EWR,2135,3881,0,21,35.0
2025,4,8,3,DL,BOS,DTW,1545,3335,0,15,10.0
2025,9,10,2,AS,LGA,PHL,1025,4898,0,10,17.0
2025,1,20,6,UA,LGA,BOS,305,2988,0,3,4.0
2025,11,4,3,NK,SFO,JFK,1045,3470,0,10,38.0
2025,6,3,5,B6,ORD,LGA,1050,1780,0,10,17.0
2025,8,13,2,DL,IAH,DTW,1445,1902,0,14,17.0
2025,11,21,4,UA,PHX,JFK,1565,1981,0,15,11.0
2025,11,8,0,AS,DEN,DTW,320,1656,0,3,11.0
2025,4,24,5,F9,IAH,DEN,1040,3971,0,10,4.0
2025,2,9,2,AS,LAX,MCO,310,1691,0,3,20.0
2025,11,14,2,SW,MSP,PHX,1930,3223,0,19,21.0
2025,2,1,4,F9,MIA,DEN,1245,3454,0,12,8.0
2025,10,14,5,AA,FLL,ORD,1850,4125,0,18,17.0
2025,1,12,3,F9,DEN,PHX,1740,854,0,17,17.0
2025,5,4,5,AA,IAH,MIA,2275,4781,0,22,17.0
2025,6,22,3,F9,PHL,DEN,1960,919,0,19,19.0
2025,4,21,3,AS,MSP,PHL,870,1479,0,8,17.0
2025,4,4,0,UA,DEN,DEN,2175,776,0,21,22.0
2025,5,13,4,SW,PHL,LAX,515,3960,0,5,9.0
2025,5,16,2,DL,LGA,BOS,1230,628,0,12,6.0
2025,9,11,3,UA,LGA,DEN,1385,3721,0,13,6.0
2025,8,3,3,UA,PHX,IAH,1025,2172,0,10,22.0
2025,9,2,3,AA,LGA,MIA,1425,584,0,14,29.0
2025,3,25,1,SW,EWR,CLT,1280,2645,0,12,18.0
2025,3,26,0,F9,DEN,SEA,645,1458,0,6,8.0
2025,1,3,3,NK,DFW,MSP,1380,2923,0,13,5.0
2025,10,20,5,AS,SFO,IAH,1980,1643,0,19,31.0
2025,6,17,1,AS,ORD,MSP,760,991,0,7,7.0
2025,4,1,6,AS,LGA,BOS,1340,2877,0,13,5.0
2025,11,26,4,F9,DTW,PHX,215,3924,0,2,39.0
2025,8,25,2,B6,EWR,DEN,1975,3771,0,19,17.0
2025,2,11,3,UA,PHL,PHX,255,4767,0,2,13.0
2025,11,16,0,DL,SEA,MSP,2155,1127,0,21,11.0
2025,2,20,3,UA,MIA,DFW,1625,2367,0,16,18.0
2025,7,10,0,AS,BOS,ATL,605,4108,0,6,25.0
2025,5,20,1,DL,SEA,LAX,530,564,0,5,16.0
2025,1,6,0,NK,SEA,ATL,315,3916,0,3,15.0
2025,7,2,5,NK,DTW,IAH,575,4102,0,5,41.0
2025,7,22,4,AA,DTW,FLL,1890,3057,0,18,19.0
2025,10,7,0,AA,MIA,LGA,1825,4436,0,18,22.0
2025,6,17,5,NK,SEA,MIA,780,3826,0,7,9.0
2025,4,8,2,DL,ATL,MCO,1445,1605,0,14,16.0
2025,12,13,1,SW,MSP,ORD,1105,762,0,11,21.0
2025,8,22,0,B6,MIA,DEN,2335,655,0,23,9.0
2025,12,25,3,AA,FLL,MIA,400,4428,0,4,6.0
2025,11,4,6,UA,PHL,IAH,1875,1824,0,18,15.0
2025,2,11,4,F9,JFK,IAH,1315,4645,0,13,17.0
2025,2,2,6,AS,MIA,DEN,965,375,0,9,8.0
2025,2,25,2,AA,MCO,ORD,1605,405,0,16,19.0
2025,3,8,0,DL,MSP,BOS,2110,2199,0,21,17.0
2025,6,18,0,AA,IAH,FLL,1245,1703,0,12,18.0
2025,1,8,2,NK,LGA,JFK,1345,4776,0,13,22.0
2025,11,11,2,DL,SEA,DEN,340,2210,0,3,11.0
2025,2,24,0,B6,DEN,MSP,905,1928,0,9,8.0
2025,10,5,3,DL,MSP,CLT,850,2112,0,8,12.0
2025,2,7,3,SW,MIA,IAH,155,303,0,1,6.0
2025,12,23,3,NK,SFO,ORD,1125,391,0,11,11.0
2025,1,4,0,B6,MIA,BOS,1845,2278,0,18,20.0
2025,3,22,1,F9,DTW,BOS,1550,1307,0,15,17.0
2025,10,10,0,AA,MSP,DFW,1520,502,0,15,17.0
2025,7,6,1,AS,DFW,FLL,1160,4312,0,11,12.0
2025,1,13,3,F9,PHL,BOS,1480,4900,0,14,7.0
2025,7,16,0,AA,PHL,LGA,760,3708,0,7,26.0
2025,5,22,5,DL,LGA,MCO,755,2598,0,7,9.0
2025,9,25,3,AA,DEN,PHL,65,4529,0,0,11.0
2025,2,2,0,B6,DEN,MIA,680,3318,0,6,8.0
2025,1,26,3,AS,DFW,ORD,105,4408,0,1,7.0
2025,9,24,2,SW,JFK,MIA,2295,3214,0,22,6.0
2025,8,15,5,F9,MIA,PHX,95,4934,0,0,6.0
2025,10,8,0,F9,CLT,LGA,545,957,0,5,11.0
2025,6,17,1,F9,JFK,BOS,825,3395,0,8,6.0
2025,5,27,3,SW,IAH,DTW,685,2773,0,6,23.0
2025,8,14,5,F9,MCO,IAH,95,3524,0,0,13.0
2025,8,18,5,F9,DTW,SEA,665,511,0,6,9.0
2025,5,14,5,SW,IAH,DEN,2310,1037,0,23,11.0
2025,12,4,4,DL,MIA,MIA,2205,3067,0,22,39.0
2025,7,21,1,B6,SEA,ORD,1050,1401,0,10,19.0
2025,1,21,4,UA,MCO,ORD,235,2005,0,2,16.0
2025,4,22,3,F9,BOS,SFO,2020,3000,0,20,34.0
2025,2,23,5,DL,IAH,PHL,2175,4550,0,21,2.0
2025,10,1,6,NK,EWR,SEA,140,153,0,1,11.0
2025,3,23,0,AS,IAH,EWR,1520,2948,0,15,8.0
2025,12,6,0,SW,CLT,MIA,1210,3505,0,12,15.0
2025,1,5,0,DL,IAH,BOS,1695,2112,0,16,33.0
2025,11,15,4,DL,DFW,BOS,1650,3985,0,16,23.0
2025,11,16,5,F9,CLT,BOS,80,1874,0,0,5.0
2025,2,22,6,SW,MIA,EWR,455,389,0,4,3.0
2025,1,27,6,B6,PHL,MSP,1720,3345,0,17,16.0
2025,8,8,3,AA,SEA,MCO,2135,234,0,21,9.0
2025,4,28,2,AS,LAX,BOS,1800,4834,0,18,28.0
2025,3,6,6,UA,CLT,DFW,1480,2559,0,14,18.0
2025,1,5,0,UA,MSP,BOS,1315,4017,0,13,19.0
2025,2,6,3,B6,MIA,MCO,615,473,0,6,10.0
2025,3,25,2,AS,MSP,IAH,1290,3305,0,12,10.0
2025,3,28,2,DL,PHL,CLT,1555,4809,0,15,29.0
2025,6,1,6,SW,ORD,SEA,1735,3740,0,17,20.0
2025,10,14,3,SW,DTW,PHX,775,871,0,7,18.0
2025,8,19,0,AS,DEN,CLT,1695,3320,0,16,23.0
2025,6,19,0,AS,DFW,LAX,795,298,0,7,44.0
2025,2,25,1,SW,BOS,LGA,90,4874,0,0,13.0
2025,2,15,3,SW,FLL,BOS,1890,3197,0,18,28.0
2025,7,19,5,AS,PHX,MSP,2035,3084,0,20,24.0
2025,1,6,2,DL,JFK,MIA,905,3594,0,9,27.0
2025,1,25,4,UA,EWR,PHL,1525,3332,0,15,6.0
2025,7,26,4,UA,FLL,ORD,1780,3990,0,17,57.0
2025,9,5,5,F9,PHL,SFO,1350,3305,0,13,5.0
2025,5,26,6,NK,MCO,JFK,790,928,0,7,6.0
2025,11,16,0,AA,JFK,JFK,410,3626,0,4,15.0
2025,1,27,1,AS,DFW,PHL,825,1274,0,8,7.0
2025,5,9,5,NK,DFW,DTW,1565,3089,0,15,15.0
2025,11,25,6,AA,LAX,SFO,1285,1362,0,12,13.0
2025,1,15,6,AA,EWR,PHL,1425,4461,0,14,10.0
2025,10,22,4,F9,IAH,PHL,220,1055,0,2,16.0
2025,12,8,0,B6,ORD,JFK,885,1977,0,8,6.0
2025,9,25,1,UA,SEA,ATL,380,985,0,3,27.0
2025,4,25,4,SW,SEA,DEN,2000,2475,0,20,31.0
2025,9,8,2,SW,SEA,PHL,685,3682,0,6,20.0
2025,2,4,4,F9,MIA,MSP,1275,2527,0,12,7.0
2025,7,24,4,F9,EWR,PHL,65,4711,0,0,10.0
2025,12,2,4,SW,ATL,IAH,175,4847,0,1,11.0
2025,2,16,6,B6,EWR,SEA,1215,3371,0,12,14.0
2025,12,3,4,AS,MSP,SFO,2000,1455,0,20,18.0
2025,4,9,0,UA,PHX,DFW,1415,4845,0,14,20.0
2025,6,26,3,B6,MCO,ORD,1230,1622,0,12,11.0
2025,2,4,2,NK,IAH,MIA,1915,4541,0,19,20.0
2025,2,2,6,AS,SFO,SFO,980,408,0,9,9.0
2025,2,19,3,F9,DEN,SEA,705,512,0,7,5.0
2025,3,23,0,NK,ATL,CLT,1640,2618,0,16,18.0
2025,5,25,4,AS,LGA,JFK,320,2771,0,3,15.0
2025,9,15,6,DL,FLL,IAH,1795,2179,0,17,16.0
2025,6,7,1,SW,LGA,EWR,235,2677,0,2,13.0
2025,12,8,1,DL,LGA,SFO,1155,4330,0,11,11.0
2025,9,3,3,DL,MIA,PHX,2370,4973,0,23,22.0
2025,10,23,6,UA,ATL,SFO,1700,4815,0,17,51.0
2025,5,15,5,SW,SFO,IAH,1605,3567,0,16,27.0
2025,11,1,1,F9,FLL,SEA,840,3984,0,8,31.0
2025,6,16,3,B6,BOS,MCO,750,1866,0,7,30.0
2025,10,28,2,B6,DEN,MSP,510,430,0,5,8.0
2025,12,22,1,AA,FLL,DFW,480,3965,0,4,18.0
2025,8,3,6,F9,DFW,MCO,790,3531,0,7,14.0
2025,3,2,5,DL,FLL,DEN,940,1578,0,9,5.0
2025,2,15,4,DL,DTW,LGA,255,677,0,2,8.0
2025,3,4,0,AA,LAX,SEA,1215,4614,0,12,14.0
2025,9,27,2,F9,DTW,MCO,1460,1748,0,14,14.0
2025,6,14,6,AA,ATL,DFW,1125,1210,0,11,30.0
2025,10,9,1,UA,PHL,SEA,845,3751,0,8,37.0
2025,12,22,6,DL,DTW,PHL,995,4816,0,9,9.0
2025,4,28,1,DL,SFO,BOS,2195,1395,0,21,14.0
2025,10,9,6,UA,SFO,DFW,1555,4573,0,15,10.0
2025,3,14,6,B6,DEN,CLT,1000,460,0,10,8.0
2025,2,15,3,B6,JFK,SFO,285,655,0,2,12.0
2025,4,24,2,AA,LGA,DTW,1630,1350,0,16,39.0
2025,9,5,0,DL,MSP,SFO,2045,2063,0,20,32.0
2025,4,24,0,AA,DFW,EWR,405,603,0,4,23.0
2025,12,2,3,NK,MCO,EWR,870,1634,0,8,15.0
2025,5,24,3,B6,CLT,PHL,1515,4896,0,15,15.0
2025,8,17,3,AS,DTW,ORD,2075,1592,0,20,24.0
2025,2,11,1,NK,SEA,SFO,420,1269,0,4,9.0
2025,12,13,6,DL,ORD,PHX,1115,4310,0,11,6.0
2025,11,12,2,AS,ATL,JFK,1535,659,0,15,24.0
2025,3,3,0,DL,PHX,DFW,210,3738,0,2,20.0
2025,6,23,4,AA,CLT,MIA,2330,363,0,23,30.0
2025,12,20,0,AS,DTW,DFW,1865,4253,0,18,32.0
2025,7,13,5,UA,DEN,EWR,280,3143,0,2,6.0
2025,4,15,2,SW,IAH,MIA,2170,3230,0,21,8.0
2025,1,11,3,B6,MCO,ATL,2375,3032,0,23,9.0
2025,7,16,1,UA,EWR,CLT,1885,1355,0,18,19.0
2025,12,7,0,UA,BOS,PHL,115,4344,0,1,16.0
2025,9,1,4,AS,JFK,MSP,1775,1385,0,17,22.0
2025,1,23,1,AS,LAX,DFW,2070,394,0,20,38.0
2025,1,19,0,UA,MSP,EWR,1715,2512,0,17,18.0
2025,1,18,6,AS,DEN,ORD,2375,2664,0,23,9.0
2025,10,9,2,UA,ATL,DFW,1145,3192,0,11,35.0
2025,7,18,6,NK,EWR,SFO,390,3253,0,3,7.0
2025,11,3,0,B6,SEA,PHL,2155,1123,0,21,8.0
2025,9,3,4,DL,JFK,DFW,790,651,0,7,14.0
2025,3,4,1,SW,IAH,DEN,600,1336,0,6,8.0
2025,8,16,0,DL,PHX,PHL,1410,831,0,14,19.0
2025,9,11,4,AS,DTW,ATL,105,2849,0,1,37.0
2025,3,23,6,UA,SEA,CLT,410,1409,0,4,14.0
2025,12,23,0,DL,MCO,SFO,1685,3936,0,16,18.0
2025,12,15,0,UA,MCO,EWR,245,2631,0,2,11.0
2025,3,9,6,DL,ATL,PHX,1855,3627,0,18,16.0
2025,1,26,5,AA,LGA,DEN,735,2299,0,7,12.0
2025,2,8,3,AA,LGA,PHL,2295,2660,0,22,5.0
2025,7,22,6,AA,DEN,FLL,95,4921,0,0,10.0
2025,3,6,4,SW,DTW,LAX,5,1179,0,0,10.0
2025,7,21,0,DL,MSP,EWR,1605,925,0,16,22.0
2025,5,18,5,B6,IAH,IAH,1455,1227,0,14,12.0
2025,10,6,1,AS,MCO,DEN,2060,2795,0,20,20.0
2025,8,6,2,DL,BOS,DFW,1865,378,0,18,37.0
2025,5,12,6,B6,PHX,SEA,1565,2199,0,15,9.0
2025,3,5,3,F9,SFO,PHX,120,2578,0,1,13.0
2025,9,14,5,NK,SEA,DTW,1765,500,0,17,33.0
2025,7,6,3,UA,MCO,IAH,1435,3013,0,14,8.0
2025,5,21,3,NK,MIA,MSP,1590,412,0,15,6.0
2025,7,27,2,DL,PHX,PHX,485,4413,0,4,23.0
2025,11,28,6,DL,DEN,IAH,1505,1178,0,15,6.0
2025,10,20,4,AA,SFO,BOS,120,991,0,1,11.0
2025,9,19,1,NK,SEA,DTW,90,3529,0,0,24.0
2025,5,14,2,NK,SEA,JFK,885,4087,0,8,30.0
2025,7,1,1,UA,CLT,CLT,1305,4274,0,13,10.0
2025,11,27,1,DL,IAH,LAX,345,3300,0,3,42.0
2025,9,20,3,SW,DEN,DEN,775,4537,0,7,13.0
2025,1,25,0,AS,PHL,JFK,1775,4319,0,17,42.0
2025,4,23,1,AA,LGA,SEA,2140,228,0,21,45.0
2025,1,7,1,DL,LGA,FLL,210,4612,0,2,8.0
2025,8,7,1,NK,PHL,IAH,1180,1229,0,11,27.0
2025,3,14,1,UA,BOS,SEA,2165,3743,0,21,11.0
2025,2,20,3,F9,DEN,LAX,1455,3734,0,14,18.0
2025,4,16,1,NK,SFO,EWR,2090,3531,0,20,33.0
2025,11,12,0,AA,EWR,JFK,530,4997,0,5,9.0
2025,3,23,5,AA,SEA,FLL,1035,2548,0,10,4.0
2025,11,11,4,NK,PHX,PHX,1270,4813,0,12,15.0
2025,5,18,4,B6,SEA,LGA,375,3111,0,3,54.0
2025,8,12,1,NK,SFO,DFW,690,1266,0,6,7.0
2025,10,24,3,DL,LAX,MCO,1090,949,0,10,7.0
2025,8,10,0,B6,IAH,PHL,95,713,0,0,8.0
2025,11,24,6,NK,DFW,IAH,1260,851,0,12,9.0
2025,7,25,0,F9,ATL,PHL,80,1895,0,0,15.0
2025,8,5,1,UA,IAH,SFO,1535,1104,0,15,14.0
2025,5,26,3,UA,FLL,MSP,1910,172,0,19,29.0
2025,10,24,6,SW,MCO,EWR,1620,2408,0,16,17.0
2025,10,2,4,AA,SFO,LAX,2255,4706,0,22,9.0
2025,11,10,5,SW,BOS,DFW,475,2642,0,4,5.0
2025,12,26,2,NK,IAH,ORD,240,4943,0,2,15.0
2025,11,24,1,NK,MSP,SFO,680,4064,0,6,5.0
2025,6,26,1,F9,ATL,MCO,1985,240,0,19,50.0
2025,8,16,1,UA,ATL,SFO,460,3881,0,4,22.0
2025,1,25,3,AS,EWR,DTW,1920,3181,0,19,21.0
2025,6,6,6,AS,MSP,LAX,1630,4985,0,16,14.0
